,image1,image2,win1,win2,tie
15589,train-15095.jpg,train-15227.jpg,2,5,3
15590,train-26513.jpg,train-04172.jpg,2,4,4
15591,test-08117.jpg,train-03021.jpg,5,5,0
15592,train-26669.jpg,train-31336.jpg,5,5,0
15593,train-03382.jpg,train-25242.jpg,10,0,0
15594,test-05606.jpg,train-20992.jpg,8,2,0
15595,train-01397.jpg,test-03831.jpg,7,1,2
15596,train-06150.jpg,test-04719.jpg,0,10,0
15597,train-31075.jpg,train-27719.jpg,1,9,0
15598,train-29881.jpg,train-18158.jpg,1,9,0
15599,train-03685.jpg,train-11904.jpg,7,0,3
15600,train-31298.jpg,train-12162.jpg,7,3,0
15601,train-28567.jpg,train-18322.jpg,2,2,5
15602,train-29463.jpg,train-06774.jpg,0,10,0
15603,train-05331.jpg,train-03072.jpg,1,4,5
15604,test-01938.jpg,train-12004.jpg,4,5,1
15605,train-19763.jpg,test-06167.jpg,2,8,0
15606,train-07499.jpg,train-20891.jpg,3,5,2
15607,train-18776.jpg,train-17931.jpg,0,10,0
15608,train-08590.jpg,test-01215.jpg,8,2,0
15609,train-05064.jpg,train-01669.jpg,3,6,1
15610,test-01124.jpg,test-05533.jpg,7,3,0
15611,test-00203.jpg,train-28803.jpg,9,1,0
15612,train-01374.jpg,train-20455.jpg,10,0,0
15613,test-00494.jpg,train-12737.jpg,9,1,0
15614,train-01786.jpg,train-12113.jpg,1,8,1
15615,train-25692.jpg,test-02464.jpg,1,9,0
15616,train-27619.jpg,train-09867.jpg,9,1,0
15617,train-07734.jpg,train-31402.jpg,4,4,2
15618,train-00256.jpg,train-29678.jpg,1,9,1
15619,train-11303.jpg,test-01541.jpg,2,8,0
15620,train-15138.jpg,train-02045.jpg,1,9,0
15621,test-07755.jpg,train-26342.jpg,2,8,0
15622,train-07424.jpg,train-23653.jpg,1,8,1
15623,train-17611.jpg,test-01645.jpg,6,4,0
15624,train-08145.jpg,train-13512.jpg,6,2,2
15625,test-02396.jpg,train-16136.jpg,3,7,0
15626,train-16226.jpg,train-05583.jpg,8,2,0
15627,test-01768.jpg,train-24704.jpg,5,5,0
15628,train-22767.jpg,train-00010.jpg,10,0,0
15629,train-15066.jpg,train-28227.jpg,7,3,0
15630,test-02299.jpg,train-21827.jpg,11,0,0
15631,test-05890.jpg,train-24742.jpg,5,3,2
15632,train-05369.jpg,train-00703.jpg,2,8,0
15633,train-17836.jpg,test-01715.jpg,7,0,2
15634,test-04465.jpg,test-00202.jpg,8,1,1
15635,train-04413.jpg,train-09342.jpg,10,0,0
15636,train-10707.jpg,train-10548.jpg,6,3,1
15637,train-00568.jpg,train-00608.jpg,6,3,1
15638,train-07871.jpg,train-30829.jpg,9,1,0
15639,test-01945.jpg,test-02939.jpg,0,7,3
15640,train-20337.jpg,train-00492.jpg,6,0,4
15641,train-07929.jpg,test-02043.jpg,1,6,3
15642,test-02396.jpg,train-04266.jpg,1,9,0
15643,train-31924.jpg,train-06460.jpg,10,0,0
15644,train-10797.jpg,train-26205.jpg,6,4,0
15645,test-06602.jpg,train-21817.jpg,6,0,4
15646,train-01374.jpg,test-03966.jpg,9,1,0
15647,test-03124.jpg,train-08491.jpg,4,3,3
15648,train-30232.jpg,train-27088.jpg,7,2,1
15649,train-08617.jpg,train-29042.jpg,2,4,3
15650,train-06711.jpg,train-13877.jpg,2,8,0
15651,train-25858.jpg,train-07599.jpg,1,7,2
15652,train-01627.jpg,train-31915.jpg,7,2,1
15653,train-09814.jpg,train-31382.jpg,0,9,1
15654,test-04011.jpg,test-05418.jpg,7,3,0
15655,train-07049.jpg,train-27237.jpg,10,0,0
15656,train-02049.jpg,train-31575.jpg,1,7,2
15657,test-00530.jpg,train-11265.jpg,9,1,0
15658,train-23415.jpg,train-08346.jpg,4,6,0
15659,train-27839.jpg,train-30603.jpg,5,2,3
15660,test-05791.jpg,train-04562.jpg,5,3,2
15661,train-27406.jpg,train-12180.jpg,3,0,7
15662,train-25604.jpg,train-25131.jpg,4,7,0
15663,train-11296.jpg,train-08802.jpg,3,7,0
15664,train-22669.jpg,train-30073.jpg,3,7,0
15665,train-08304.jpg,test-00218.jpg,3,7,0
15666,test-06720.jpg,train-19673.jpg,0,10,0
15667,train-23778.jpg,train-30020.jpg,9,1,0
15668,train-31392.jpg,train-04756.jpg,9,1,0
15669,train-03209.jpg,test-00912.jpg,4,6,0
15670,test-00721.jpg,test-07738.jpg,9,0,1
15671,test-02102.jpg,test-03873.jpg,3,7,0
15672,train-03637.jpg,train-05935.jpg,7,2,1
15673,train-19246.jpg,train-17475.jpg,5,2,3
15674,train-22863.jpg,train-15280.jpg,5,5,1
15675,train-16728.jpg,train-24677.jpg,0,10,0
15676,test-05409.jpg,test-07201.jpg,9,0,1
15677,train-04539.jpg,train-19862.jpg,6,4,0
15678,train-04578.jpg,train-21771.jpg,6,4,0
15679,test-00877.jpg,train-19851.jpg,1,0,8
15680,train-28172.jpg,train-28285.jpg,1,9,0
15681,test-05227.jpg,train-25665.jpg,0,9,1
15682,train-03984.jpg,train-10605.jpg,3,6,1
15683,train-04432.jpg,train-16604.jpg,1,9,0
15684,train-29152.jpg,train-26350.jpg,4,5,1
15685,train-18660.jpg,train-10876.jpg,2,7,1
15686,train-06951.jpg,test-03092.jpg,0,10,0
15687,train-04826.jpg,train-13421.jpg,1,9,0
15688,test-05326.jpg,train-16832.jpg,7,3,0
15689,train-31931.jpg,train-07362.jpg,4,6,0
15690,train-15712.jpg,train-23138.jpg,8,2,0
15691,train-06357.jpg,train-12733.jpg,0,10,0
15692,train-25534.jpg,train-00464.jpg,6,0,4
15693,train-06465.jpg,train-25337.jpg,2,8,0
15694,train-01229.jpg,train-25154.jpg,7,3,0
15695,train-23673.jpg,test-06991.jpg,4,6,0
15696,train-26043.jpg,train-06891.jpg,7,3,0
15697,test-01972.jpg,test-07393.jpg,0,10,0
15698,train-08590.jpg,train-03220.jpg,6,1,3
15699,train-02552.jpg,train-11198.jpg,3,7,0
15700,train-09168.jpg,train-05418.jpg,5,5,0
15701,train-21284.jpg,train-23195.jpg,1,9,0
15702,train-21615.jpg,train-23386.jpg,7,3,0
15703,train-27726.jpg,train-01944.jpg,1,7,2
15704,train-13881.jpg,test-06792.jpg,5,5,0
15705,train-20219.jpg,train-00708.jpg,6,2,2
15706,train-01761.jpg,train-03400.jpg,2,8,0
15707,train-19044.jpg,train-30667.jpg,3,7,0
15708,train-02597.jpg,test-02808.jpg,6,3,1
15709,train-04921.jpg,train-21663.jpg,6,3,1
15710,train-25394.jpg,train-20551.jpg,4,4,2
15711,train-04305.jpg,train-16624.jpg,0,10,0
15712,train-31999.jpg,train-13572.jpg,3,4,3
15713,train-10399.jpg,test-06859.jpg,0,10,0
15714,train-19720.jpg,train-08626.jpg,5,5,0
15715,train-31544.jpg,train-19546.jpg,5,3,2
15716,test-07508.jpg,train-10408.jpg,8,2,0
15717,train-13355.jpg,train-02863.jpg,6,3,1
15718,train-06156.jpg,train-29741.jpg,10,0,0
15719,test-05995.jpg,test-01882.jpg,1,9,0
15720,train-28696.jpg,train-16950.jpg,8,2,0
15721,train-23062.jpg,train-31475.jpg,3,7,0
15722,train-18822.jpg,train-07933.jpg,3,7,0
15723,test-02194.jpg,train-00940.jpg,2,8,0
15724,train-26790.jpg,train-17806.jpg,4,2,4
15725,train-00652.jpg,train-32347.jpg,7,2,1
15726,train-05176.jpg,train-24776.jpg,0,10,0
15727,train-01859.jpg,test-06968.jpg,9,1,0
15728,train-14603.jpg,train-23790.jpg,0,6,4
15729,train-18281.jpg,test-06705.jpg,7,3,0
15730,train-04480.jpg,train-32435.jpg,10,0,0
15731,test-05797.jpg,train-30264.jpg,7,2,1
15732,train-05757.jpg,train-18736.jpg,0,8,2
15733,test-05232.jpg,train-26144.jpg,3,7,0
15734,train-00550.jpg,train-14300.jpg,5,4,1
15735,test-03640.jpg,train-06399.jpg,3,4,3
15736,train-08498.jpg,train-13101.jpg,6,1,3
15737,train-30751.jpg,train-12994.jpg,3,5,2
15738,train-10239.jpg,train-14439.jpg,2,7,2
15739,train-09572.jpg,train-25234.jpg,9,1,0
15740,train-22863.jpg,train-09709.jpg,2,3,5
15741,train-01176.jpg,train-30088.jpg,1,9,0
15742,train-00258.jpg,train-11716.jpg,6,3,1
15743,train-04497.jpg,train-22617.jpg,3,7,0
15744,train-16003.jpg,train-12481.jpg,0,10,0
15745,train-01827.jpg,train-22015.jpg,4,5,1
15746,train-25485.jpg,train-24571.jpg,5,5,0
15747,train-04203.jpg,train-02971.jpg,8,2,0
15748,train-18975.jpg,train-17469.jpg,3,6,1
15749,train-29676.jpg,train-05908.jpg,5,2,3
15750,train-01821.jpg,train-31332.jpg,2,8,0
15751,train-12723.jpg,train-27526.jpg,1,9,0
15752,train-30573.jpg,test-07811.jpg,10,0,0
15753,test-05226.jpg,test-02916.jpg,1,9,0
15754,train-21466.jpg,train-30220.jpg,5,4,1
15755,test-02552.jpg,train-25370.jpg,9,1,0
15756,test-07045.jpg,train-27090.jpg,4,5,1
15757,train-08044.jpg,train-13078.jpg,1,7,2
15758,test-05686.jpg,train-21498.jpg,10,0,0
15759,test-04784.jpg,train-09020.jpg,0,10,0
15760,train-11716.jpg,train-10765.jpg,2,8,0
15761,train-12579.jpg,train-18492.jpg,7,3,0
15762,train-29946.jpg,train-25673.jpg,6,4,0
15763,train-09807.jpg,test-04133.jpg,8,2,0
15764,train-18782.jpg,train-04266.jpg,10,0,0
15765,train-32549.jpg,train-29766.jpg,8,1,1
15766,train-07762.jpg,train-08015.jpg,2,7,1
15767,train-25666.jpg,train-14626.jpg,3,4,3
15768,train-18235.jpg,test-03756.jpg,9,1,0
15769,train-27241.jpg,train-10814.jpg,4,6,0
15770,train-01359.jpg,test-03576.jpg,2,4,4
15771,test-02498.jpg,train-24936.jpg,3,6,1
15772,train-19567.jpg,train-24913.jpg,6,4,0
15773,train-19260.jpg,train-26808.jpg,7,1,2
15774,train-10731.jpg,train-29114.jpg,7,3,0
15775,train-11274.jpg,train-32608.jpg,5,2,3
15776,test-02112.jpg,test-03418.jpg,3,3,4
15777,train-10998.jpg,train-07598.jpg,8,2,0
15778,train-28917.jpg,train-21642.jpg,9,1,0
15779,train-27504.jpg,train-18706.jpg,8,2,0
15780,train-17957.jpg,train-13829.jpg,8,1,1
15781,train-13235.jpg,train-17864.jpg,10,0,0
15782,train-19353.jpg,train-15324.jpg,0,9,1
15783,train-15720.jpg,test-06382.jpg,9,1,0
15784,train-29782.jpg,train-26580.jpg,3,7,0
15785,train-09358.jpg,train-00590.jpg,4,5,1
15786,train-09496.jpg,train-04431.jpg,3,7,0
15787,train-29863.jpg,train-15692.jpg,9,0,1
15788,train-24739.jpg,train-28066.jpg,3,7,0
15789,train-09807.jpg,test-06382.jpg,9,1,0
15790,train-00371.jpg,train-01579.jpg,5,1,4
15791,train-06504.jpg,test-04625.jpg,8,1,1
15792,train-16837.jpg,train-31215.jpg,9,1,0
15793,train-13500.jpg,test-06966.jpg,0,9,1
15794,train-14676.jpg,test-02392.jpg,3,5,2
15795,train-15738.jpg,test-07018.jpg,2,8,0
15796,train-26916.jpg,test-04732.jpg,1,8,1
15797,train-15673.jpg,train-22447.jpg,10,0,0
15798,train-30546.jpg,train-23789.jpg,5,5,0
15799,train-10404.jpg,train-25537.jpg,0,6,4
15800,test-02140.jpg,test-03092.jpg,2,7,1
15801,test-06978.jpg,train-10826.jpg,5,2,3
15802,test-04045.jpg,train-19064.jpg,6,3,1
15803,train-03580.jpg,train-27060.jpg,6,3,1
15804,train-04605.jpg,train-04132.jpg,8,1,1
15805,train-19240.jpg,train-27504.jpg,1,6,3
15806,train-09889.jpg,train-28611.jpg,5,5,0
15807,test-07125.jpg,train-09168.jpg,2,8,0
15808,train-09136.jpg,test-00279.jpg,6,1,3
15809,train-30078.jpg,train-19935.jpg,5,3,2
15810,train-27232.jpg,train-15079.jpg,4,3,3
15811,train-27422.jpg,test-05710.jpg,3,7,0
15812,train-25007.jpg,train-30607.jpg,10,0,0
15813,train-31937.jpg,test-06576.jpg,5,3,2
15814,train-24696.jpg,test-01078.jpg,3,6,1
15815,test-02071.jpg,test-05440.jpg,1,9,0
15816,train-14643.jpg,train-10897.jpg,2,3,5
15817,train-00317.jpg,train-20675.jpg,2,8,0
15818,train-04089.jpg,test-00591.jpg,8,2,0
15819,train-11183.jpg,train-23313.jpg,8,1,1
15820,test-07093.jpg,train-19087.jpg,1,9,0
15821,train-21393.jpg,test-00571.jpg,7,4,0
15822,train-31269.jpg,train-18079.jpg,8,2,0
15823,test-03585.jpg,train-13701.jpg,8,2,0
15824,train-10434.jpg,train-00543.jpg,10,0,0
15825,test-07525.jpg,train-22518.jpg,6,0,4
15826,train-18043.jpg,train-03391.jpg,4,1,5
15827,train-26610.jpg,train-19499.jpg,2,8,0
15828,train-14931.jpg,test-03953.jpg,1,8,1
15829,train-06525.jpg,train-18318.jpg,3,6,1
15830,train-20517.jpg,train-08039.jpg,5,4,1
15831,train-27114.jpg,train-08685.jpg,4,3,3
15832,train-14112.jpg,train-04725.jpg,9,1,0
15833,train-24268.jpg,train-10793.jpg,2,3,5
15834,train-06418.jpg,train-20565.jpg,10,0,0
15835,test-03879.jpg,train-29410.jpg,1,9,0
15836,train-26857.jpg,train-15049.jpg,0,10,0
15837,train-03527.jpg,train-19519.jpg,3,6,1
15838,train-00980.jpg,train-16675.jpg,0,10,0
15839,train-28639.jpg,train-13498.jpg,7,2,1
15840,test-07288.jpg,test-01995.jpg,1,9,0
15841,train-07732.jpg,test-04675.jpg,1,8,1
15842,train-13384.jpg,test-00900.jpg,6,3,1
15843,test-07354.jpg,test-08091.jpg,6,0,4
15844,train-31266.jpg,train-00148.jpg,9,1,0
15845,test-06122.jpg,train-19085.jpg,1,5,4
15846,train-08928.jpg,train-18394.jpg,2,8,0
15847,train-21598.jpg,train-18573.jpg,1,9,0
15848,train-32477.jpg,test-02405.jpg,9,1,0
15849,train-01510.jpg,test-06478.jpg,1,9,0
15850,train-01411.jpg,train-13907.jpg,1,9,0
15851,train-14948.jpg,train-13406.jpg,10,0,0
15852,train-23313.jpg,train-10860.jpg,3,7,0
15853,train-29473.jpg,test-03973.jpg,0,10,0
15854,train-20789.jpg,train-15846.jpg,10,0,0
15855,train-00514.jpg,train-07855.jpg,5,5,0
15856,test-07133.jpg,train-29877.jpg,5,3,2
15857,train-20550.jpg,train-20731.jpg,6,4,0
15858,test-01289.jpg,train-29438.jpg,3,6,1
15859,train-12275.jpg,train-28129.jpg,1,5,4
15860,train-03598.jpg,train-09511.jpg,0,10,0
15861,train-17531.jpg,train-25921.jpg,4,1,5
15862,test-04960.jpg,train-32265.jpg,8,2,0
15863,test-03770.jpg,train-08472.jpg,4,6,0
15864,train-18708.jpg,train-25298.jpg,1,9,0
15865,train-22138.jpg,train-24123.jpg,8,1,1
15866,train-22175.jpg,train-25193.jpg,9,1,0
15867,train-00575.jpg,train-15344.jpg,1,9,0
15868,train-04413.jpg,test-06575.jpg,7,2,1
15869,train-17225.jpg,train-25644.jpg,1,9,0
15870,train-07836.jpg,train-05795.jpg,1,9,0
15871,train-18244.jpg,train-16179.jpg,1,8,1
15872,train-21384.jpg,train-15449.jpg,0,10,0
15873,test-02824.jpg,train-27255.jpg,6,4,0
15874,train-23991.jpg,test-03773.jpg,7,2,1
15875,train-14480.jpg,train-18560.jpg,0,9,1
15876,test-03943.jpg,train-20385.jpg,3,7,0
15877,train-16558.jpg,train-22056.jpg,7,0,3
15878,test-01208.jpg,train-27443.jpg,2,7,1
15879,train-22923.jpg,test-05200.jpg,2,8,0
15880,train-23902.jpg,train-13390.jpg,3,5,2
15881,train-18850.jpg,train-10314.jpg,9,1,0
15882,train-10349.jpg,train-14991.jpg,10,0,0
15883,test-00645.jpg,train-07623.jpg,2,6,2
15884,train-32062.jpg,test-00399.jpg,10,0,0
15885,train-04533.jpg,train-13549.jpg,5,5,0
15886,train-12027.jpg,train-17475.jpg,4,4,2
15887,train-19101.jpg,test-04954.jpg,4,6,0
15888,train-00781.jpg,train-29137.jpg,4,6,0
15889,train-16003.jpg,test-02540.jpg,4,3,3
15890,train-30360.jpg,train-29921.jpg,1,9,0
15891,train-02280.jpg,train-01815.jpg,1,6,3
15892,test-02235.jpg,test-03012.jpg,1,9,0
15893,test-08002.jpg,train-18413.jpg,1,9,0
15894,test-03908.jpg,train-30574.jpg,9,1,0
15895,train-01430.jpg,train-14440.jpg,8,1,1
15896,train-10828.jpg,test-06234.jpg,7,3,0
15897,train-32131.jpg,train-08498.jpg,3,6,1
15898,train-17225.jpg,train-22288.jpg,1,9,0
15899,train-22668.jpg,train-00062.jpg,2,8,0
15900,train-03444.jpg,train-07694.jpg,7,0,3
15901,train-06226.jpg,train-30147.jpg,7,2,1
15902,train-07102.jpg,train-21271.jpg,8,1,0
15903,test-05703.jpg,train-26612.jpg,6,3,1
15904,train-27229.jpg,train-24825.jpg,0,10,0
15905,train-13876.jpg,train-13699.jpg,2,8,0
15906,test-00566.jpg,train-06161.jpg,2,8,0
15907,train-15558.jpg,train-18468.jpg,9,1,0
15908,train-22672.jpg,train-25061.jpg,3,1,6
15909,train-14237.jpg,train-13264.jpg,3,5,2
15910,train-04003.jpg,train-10111.jpg,6,3,1
15911,test-04736.jpg,train-21278.jpg,8,0,2
15912,train-18773.jpg,train-29477.jpg,10,0,0
15913,test-01534.jpg,test-04379.jpg,5,5,0
15914,train-13162.jpg,test-02633.jpg,8,2,0
15915,train-07124.jpg,train-11490.jpg,2,8,0
15916,train-19269.jpg,test-00273.jpg,10,0,0
15917,train-27482.jpg,test-00905.jpg,6,4,0
15918,train-06941.jpg,train-16269.jpg,4,2,4
15919,train-04066.jpg,train-01293.jpg,1,4,5
15920,train-28571.jpg,train-17252.jpg,2,5,3
15921,train-10959.jpg,train-07392.jpg,4,6,0
15922,test-07734.jpg,train-11814.jpg,0,8,2
15923,train-17933.jpg,train-14556.jpg,8,2,0
15924,train-14107.jpg,test-02019.jpg,0,10,0
15925,train-18180.jpg,train-13679.jpg,8,2,0
15926,train-11386.jpg,train-03338.jpg,5,5,0
15927,train-09358.jpg,test-04683.jpg,8,2,0
15928,test-02831.jpg,train-23416.jpg,7,3,0
15929,train-04734.jpg,train-20938.jpg,0,10,0
15930,train-13899.jpg,train-07491.jpg,0,10,0
15931,train-21038.jpg,train-11740.jpg,9,1,0
15932,train-11712.jpg,train-06978.jpg,3,7,0
15933,train-22802.jpg,train-29218.jpg,5,1,4
15934,test-01764.jpg,train-27350.jpg,2,8,0
15935,train-28153.jpg,train-28496.jpg,10,0,0
15936,test-01348.jpg,train-15266.jpg,7,1,2
15937,test-07063.jpg,train-31531.jpg,7,3,0
15938,train-20828.jpg,test-01320.jpg,8,2,0
15939,test-01770.jpg,train-06741.jpg,2,8,0
15940,train-04928.jpg,test-01339.jpg,2,8,0
15941,train-02286.jpg,train-25953.jpg,9,1,0
15942,test-02173.jpg,train-31445.jpg,4,5,1
15943,train-21498.jpg,train-16584.jpg,1,8,1
15944,train-13552.jpg,test-01607.jpg,9,1,0
15945,train-31192.jpg,train-01289.jpg,1,9,0
15946,train-27731.jpg,test-02799.jpg,6,4,0
15947,train-00623.jpg,test-05266.jpg,2,8,0
15948,train-29375.jpg,train-23046.jpg,1,5,4
15949,train-31443.jpg,test-06671.jpg,10,0,0
15950,test-01755.jpg,train-23471.jpg,5,5,0
15951,train-31521.jpg,train-00273.jpg,1,9,0
15952,train-10663.jpg,train-04074.jpg,2,7,1
15953,train-07949.jpg,train-02304.jpg,1,9,0
15954,train-16365.jpg,train-03154.jpg,4,6,0
15955,train-22961.jpg,train-03232.jpg,0,10,0
15956,train-04227.jpg,train-04147.jpg,6,2,2
15957,train-09062.jpg,train-18974.jpg,5,2,3
15958,train-30314.jpg,train-25643.jpg,7,1,2
15959,train-05373.jpg,test-04699.jpg,0,9,0
15960,train-10402.jpg,test-04664.jpg,3,6,1
15961,train-32361.jpg,train-12276.jpg,1,8,1
15962,train-29702.jpg,test-05266.jpg,2,8,0
15963,train-01982.jpg,train-28850.jpg,1,8,1
15964,train-06124.jpg,train-04643.jpg,0,10,0
15965,train-20435.jpg,train-21856.jpg,0,10,0
15966,test-01935.jpg,train-08281.jpg,4,5,1
15967,train-11755.jpg,train-14209.jpg,1,9,0
15968,train-07481.jpg,train-29196.jpg,4,4,2
15969,train-24265.jpg,train-16190.jpg,3,7,0
15970,train-03736.jpg,train-13524.jpg,7,3,0
15971,train-28940.jpg,train-17781.jpg,0,10,0
15972,train-28715.jpg,train-20681.jpg,10,0,0
15973,train-23498.jpg,train-26112.jpg,2,8,0
15974,test-05606.jpg,train-05010.jpg,9,1,0
15975,train-23366.jpg,train-27350.jpg,0,5,5
15976,train-22143.jpg,train-06607.jpg,5,5,0
15977,test-01315.jpg,train-07583.jpg,8,1,1
15978,train-02658.jpg,train-13291.jpg,4,4,2
15979,train-17539.jpg,train-01408.jpg,9,1,0
15980,test-07935.jpg,train-11397.jpg,8,0,2
15981,train-12707.jpg,test-06308.jpg,0,10,0
15982,train-17002.jpg,train-09148.jpg,4,3,3
15983,test-06163.jpg,train-12956.jpg,2,8,0
15984,test-05872.jpg,train-09616.jpg,10,0,0
15985,test-02067.jpg,train-23312.jpg,10,0,0
15986,train-19159.jpg,train-03641.jpg,0,9,1
15987,train-15351.jpg,test-00850.jpg,9,0,1
15988,train-19173.jpg,train-25800.jpg,0,10,0
15989,test-03457.jpg,test-01625.jpg,1,9,0
15990,train-30460.jpg,train-00124.jpg,2,1,7
15991,train-25143.jpg,train-27475.jpg,10,0,0
15992,train-10696.jpg,test-07656.jpg,9,1,0
15993,train-22244.jpg,train-22103.jpg,8,1,1
15994,train-06166.jpg,train-24776.jpg,0,10,0
15995,train-19522.jpg,train-27390.jpg,2,8,0
15996,train-06677.jpg,train-16984.jpg,2,6,2
15997,test-07306.jpg,train-19546.jpg,9,1,0
15998,train-16305.jpg,train-24710.jpg,5,4,1
15999,train-18372.jpg,train-06422.jpg,0,9,1
16000,train-13084.jpg,train-20146.jpg,7,3,0
16001,train-31118.jpg,test-02494.jpg,6,1,3
16002,test-06361.jpg,train-12785.jpg,5,5,0
16003,test-01921.jpg,train-29069.jpg,1,9,0
16004,train-28854.jpg,train-31169.jpg,6,2,2
16005,train-13373.jpg,train-09008.jpg,10,0,0
16006,train-31761.jpg,train-02796.jpg,3,7,0
16007,test-01021.jpg,test-07557.jpg,4,5,1
16008,test-02931.jpg,test-00568.jpg,0,10,0
16009,train-10998.jpg,train-28367.jpg,7,1,2
16010,train-10456.jpg,train-04145.jpg,8,1,1
16011,train-23661.jpg,train-20868.jpg,4,2,4
16012,test-06622.jpg,train-12139.jpg,3,6,1
16013,train-09616.jpg,train-17040.jpg,0,10,0
16014,train-30781.jpg,train-14237.jpg,2,8,0
16015,test-03006.jpg,train-09610.jpg,4,5,1
16016,train-17754.jpg,train-20302.jpg,8,2,0
16017,train-19087.jpg,train-13026.jpg,10,0,0
16018,train-28978.jpg,test-07726.jpg,4,6,0
16019,train-12746.jpg,train-09841.jpg,2,6,2
16020,train-02045.jpg,train-03610.jpg,5,5,0
16021,train-22373.jpg,train-20987.jpg,1,9,0
16022,train-16423.jpg,train-12619.jpg,7,3,0
16023,train-04817.jpg,train-11886.jpg,2,8,0
16024,train-10429.jpg,train-19425.jpg,2,8,0
16025,test-03623.jpg,train-26196.jpg,3,7,0
16026,test-05417.jpg,train-16527.jpg,3,7,0
16027,train-07173.jpg,train-29694.jpg,0,8,2
16028,train-02434.jpg,train-28212.jpg,10,0,0
16029,train-25891.jpg,test-06923.jpg,7,1,2
16030,test-07889.jpg,train-12934.jpg,1,9,0
16031,train-19701.jpg,train-24115.jpg,8,0,2
16032,train-15184.jpg,train-29272.jpg,10,0,0
16033,train-29172.jpg,train-12271.jpg,7,3,0
16034,train-27714.jpg,train-13162.jpg,8,2,0
16035,train-30706.jpg,train-22105.jpg,1,9,0
16036,train-18522.jpg,train-13113.jpg,2,7,1
16037,test-02073.jpg,train-24473.jpg,0,10,0
16038,train-12272.jpg,test-04658.jpg,8,1,1
16039,test-05301.jpg,train-06624.jpg,9,1,0
16040,train-00617.jpg,train-28008.jpg,9,1,0
16041,train-02800.jpg,train-00806.jpg,2,4,4
16042,train-29574.jpg,train-23671.jpg,2,7,1
16043,train-05753.jpg,test-06085.jpg,2,6,2
16044,train-30302.jpg,train-30110.jpg,9,1,0
16045,train-06009.jpg,train-16458.jpg,1,9,0
16046,test-07698.jpg,test-01334.jpg,5,5,0
16047,train-16761.jpg,train-07503.jpg,6,3,1
16048,train-02296.jpg,train-18853.jpg,4,4,2
16049,train-12667.jpg,train-23372.jpg,5,4,1
16050,test-07627.jpg,train-09819.jpg,1,9,0
16051,train-11726.jpg,test-07275.jpg,0,9,0
16052,train-24686.jpg,train-03294.jpg,2,5,3
16053,train-12235.jpg,test-07056.jpg,0,7,3
16054,train-23628.jpg,train-20987.jpg,0,7,3
16055,train-27731.jpg,train-13815.jpg,7,3,0
16056,train-04973.jpg,train-14191.jpg,4,6,0
16057,train-14913.jpg,train-20545.jpg,2,7,1
16058,train-16616.jpg,test-05682.jpg,0,10,0
16059,train-10816.jpg,train-09919.jpg,3,7,0
16060,test-04722.jpg,train-21176.jpg,5,4,1
16061,train-13993.jpg,train-01134.jpg,1,9,0
16062,train-04085.jpg,train-17709.jpg,4,6,0
16063,train-11935.jpg,test-04103.jpg,0,10,0
16064,train-19414.jpg,train-05721.jpg,0,10,0
16065,train-25702.jpg,train-19158.jpg,7,2,1
16066,train-30173.jpg,test-06928.jpg,7,1,2
16067,test-07408.jpg,train-08415.jpg,2,7,1
16068,train-18900.jpg,train-29750.jpg,2,8,0
16069,test-00130.jpg,train-00005.jpg,5,5,0
16070,train-21846.jpg,train-13631.jpg,1,9,0
16071,train-06479.jpg,train-12948.jpg,1,8,1
16072,train-17125.jpg,train-27233.jpg,4,4,2
16073,train-07531.jpg,train-13125.jpg,1,9,0
16074,train-05550.jpg,train-20011.jpg,8,2,0
16075,train-04065.jpg,test-03824.jpg,9,1,0
16076,train-21001.jpg,train-04165.jpg,3,3,4
16077,train-10087.jpg,train-21455.jpg,1,9,0
16078,train-25360.jpg,train-30420.jpg,4,6,0
16079,train-03044.jpg,test-05533.jpg,1,7,2
16080,train-19737.jpg,train-10902.jpg,1,7,2
16081,train-18211.jpg,train-27021.jpg,2,3,5
16082,train-18760.jpg,test-01045.jpg,0,6,4
16083,test-05059.jpg,test-05460.jpg,9,1,0
16084,train-16834.jpg,train-23810.jpg,0,10,0
16085,train-09795.jpg,test-05936.jpg,6,2,2
16086,train-14631.jpg,train-26208.jpg,9,1,0
16087,train-08371.jpg,test-03033.jpg,2,8,0
16088,train-00916.jpg,test-05489.jpg,1,9,0
16089,train-30603.jpg,train-18703.jpg,0,10,0
16090,train-20570.jpg,train-04862.jpg,3,5,2
16091,train-31101.jpg,train-22449.jpg,0,10,0
16092,test-02022.jpg,train-00078.jpg,1,9,0
16093,train-25761.jpg,train-10713.jpg,0,10,0
16094,train-04010.jpg,test-07359.jpg,8,2,0
16095,train-02751.jpg,test-06289.jpg,2,8,0
16096,train-04249.jpg,train-23906.jpg,2,6,2
16097,test-04912.jpg,test-00367.jpg,2,8,0
16098,train-17158.jpg,train-21410.jpg,7,2,1
16099,train-23673.jpg,train-27774.jpg,6,3,1
16100,test-01770.jpg,test-01051.jpg,4,5,1
16101,train-25715.jpg,test-06849.jpg,8,2,0
16102,train-04688.jpg,train-30781.jpg,3,7,0
16103,train-19217.jpg,train-11812.jpg,5,4,1
16104,train-29020.jpg,train-27324.jpg,6,4,0
16105,test-00528.jpg,test-04476.jpg,5,0,5
