row,image1,image2,win1,win2,tie
1245,2c6868d161c4c356.jpeg,e2c6861206b898e2.jpeg,0,9,1
1246,1b5cdb9c35f02019.jpeg,e7e6cea3a3e38707.jpeg,5,3,2
1247,c0c1c3a7965396a6.jpeg,cdad4c5832b2126a.jpeg,6,1,3
1248,404606242e3a2612.jpeg,964f8f1d9d5f6fa1.jpeg,0,8,2
1249,036cd8d82e6e6eec.jpeg,31395bf898aba686.jpeg,0,6,4
1250,2409097c5693a719.jpeg,c787c3c5c7838183.jpeg,0,10,0
1251,da9890d9cda736b7.jpeg,e6a7679ba4ccb185.jpeg,0,5,5
1252,8328f8d8ccd0fc8e.jpeg,959495959571d386.jpeg,2,7,1
1253,139b9bebbb591189.jpeg,b2dadb133397060b.jpeg,1,9,0
1254,1d3b3975672563a3.jpeg,6eb8f66266a2effc.jpeg,10,0,0
1255,a9af0b994163179a.jpeg,f1d9b5a4eb692b6b.jpeg,3,5,2
1256,9ea0818dc88838aa.jpeg,ed76f2b186663438.jpeg,0,10,0
1257,e3f391b929884161.jpeg,f4f97bae7676d6f6.jpeg,9,1,0
1258,07303c34d6d1ed55.jpeg,c141c0e020256562.jpeg,8,0,2
1259,7979797a7a5e5ed6.jpeg,c0e060ecb870677e.jpeg,10,0,0
1260,e0324a66665c2a2c.jpeg,fdfff73525a4002b.jpeg,3,1,6
1261,0e6361ee6b28eccc.jpeg,2226263a5a4c3901.jpeg,0,10,0
1262,03879c302675f74f.jpeg,20c4809212222aca.jpeg,7,3,0
1263,5b23a2d74fadcec7.png,c1c0d0c444a4b431.jpeg,10,0,0
1264,104e4e88c8c2eb30.jpeg,18d0c14ccdf39881.jpeg,9,0,1
1265,0e16b469c127ced8.jpeg,f0d42074a93138e2.jpeg,9,1,0
1266,06463178f2f1e4a4.jpeg,e3f391b929884161.jpeg,1,9,0
1267,68b1bdac2c56929c.jpeg,7cdcd85c8d233331.jpeg,3,7,0
1268,9a51313574c545cb.jpeg,e8f4d3b4d074103c.jpeg,10,0,0
1269,13137376366e3713.jpeg,9f9bb191d999ccdc.jpeg,0,10,0
1270,34b9f9f1f99999a9.jpeg,fa6c75ed6cd1d253.jpeg,7,1,2
1271,a0e4671e2f6e39f9.jpeg,f2b2b8b0e0e9e8ec.jpeg,0,9,1
1272,90d0e1f1891310f1.jpeg,b535991a9d1acf8c.jpeg,4,6,0
1273,7cf0d3eb3ed6f4ec.jpeg,eee8e1e0eacffdb4.jpeg,5,5,0
1274,686664bc919190f0.jpeg,f0385c4ccc6cdce4.jpeg,9,0,1
1275,8d81e2787cd6f354.jpeg,d08ab4b0939a8a2a.jpeg,10,0,0
1276,b3724a1b1b1b1e2e.png,f1d9b5a4eb692b6b.jpeg,9,0,1
1277,49c0c8482d3ca6e6.jpeg,f1f3d9e8fe4fe7ad.jpeg,4,5,1
1278,26961a0b031261a7.jpeg,d8dadc7c3e9c81ab.jpeg,10,0,0
1279,1cf421d112d6ccda.jpeg,656d0d5575f3e274.jpeg,0,10,0
1280,02003726ce4f0002.jpeg,7079f1b4b4a464c8.jpeg,5,3,2
1281,0e0e0e0c91382e18.jpeg,e4c6607931697676.jpeg,4,3,3
1282,84931016a5e35279.jpeg,d8ecb8d8b292c3a1.jpeg,3,0,7
1283,e2e0f67e932263cb.jpeg,f1b3f87cc0989d93.jpeg,5,0,5
1284,c1d78f8883870737.jpeg,e1b1e9ed676dcea9.jpeg,10,0,0
1285,7bcbe260f836b699.jpeg,e6e8889fc36413b3.jpeg,0,9,1
1286,b292b8e8c8e8d858.jpeg,d5e5e67612b2fa69.jpeg,10,0,0
1287,84e5390919731b3c.jpeg,f099d64e4bdb4b5b.jpeg,8,2,0
1288,18191b7060044770.jpeg,9435ff9b1d54161b.jpeg,8,2,0
1289,06646168d6dacc81.jpeg,1715171f3dcab42b.jpeg,1,4,5
1290,05c54565ddd4b437.jpeg,4d5513dbd343c313.jpeg,7,2,1
1291,8fbb696562d999b1.jpeg,977e5e64696b6969.jpeg,0,8,2
1292,a0e4671e2f6e39f9.jpeg,fc90848c8cc6f8c5.jpeg,6,3,1
1293,188e9a9f5f5f5e36.jpeg,3cac089e654b66b3.jpeg,4,4,2
1294,84e5390919731b3c.jpeg,c6cec8e474362723.png,0,10,0
1295,30b1b696e74d3206.jpeg,c6ece9aa852329cd.jpeg,5,3,2
1296,340407178b880400.jpeg,6f3d2ccdcc646a6e.jpeg,10,0,0
1297,00800884f11a1909.jpeg,90c0013158c96c38.jpeg,1,7,2
1298,a6213b2b23716969.jpeg,c4fa7ceef266660f.jpeg,8,2,0
1299,089bcccccccdcc0d.jpeg,5a3465c949651fcf.jpeg,9,1,0
1300,404606242e3a2612.jpeg,c6c64a4e2e161611.jpeg,1,6,3
1301,a549596461ebd4fc.jpeg,be3c3c3db9654547.jpeg,2,4,4
1302,90d0e1f1891310f1.jpeg,b4f1d9cd534c2958.jpeg,4,5,1
1303,534b4b531313637a.jpeg,9435ff9b1d54161b.jpeg,1,9,0
1304,485cb79f9fe88aa6.jpeg,eacbc9e138787870.jpeg,0,10,0
1305,5d57170bac345ed5.jpeg,c4f0b3b83890dc3c.jpeg,3,1,6
1306,3a96b6b2d3bc2ef0.jpeg,e4e1e3c2c5802121.jpeg,10,0,0
1307,00b0e4c0d4c8e8b4.jpeg,3030321292b391ad.jpeg,6,2,2
1308,79e5e05afb535b73.jpeg,c2d8b0a08ccec680.jpeg,9,1,0
1309,61c7cb43c6ac1aba.jpeg,6423337373c10f0e.jpeg,0,10,0
1310,44004d4893990091.jpeg,ff46645999c91836.jpeg,10,0,0
1311,25711a6c6d249a32.jpeg,26062333369699d8.jpeg,1,9,0
1312,4063436371a5a74b.jpeg,d373cfff7f6f6f2d.jpeg,3,5,2
1313,0682f2b6df97bb19.jpeg,f0e0c8d1a684100c.jpeg,2,7,1
1314,dbdbfbdbdedecedc.jpeg,e3f9f0e9a3a2b927.jpeg,0,9,1
1315,061a512528898981.jpeg,2fb36b491b1b8b0b.jpeg,9,0,1
1316,10c0f89d6bffdc9c.jpeg,ed62eac58f8f3d3e.jpeg,0,10,0
1317,9c96a268cc803676.png,c8c8c8598982d552.jpeg,10,0,0
1318,4e0e0c4e423c292e.jpeg,e6a7679ba4ccb185.jpeg,3,1,6
1319,c3f8fbfbef977749.jpeg,c684525666868a92.jpeg,0,10,0
1320,949d8d8d9d89cade.jpeg,e5c4c2f21682c074.jpeg,9,1,0
1321,00917f3e3e672e12.png,666eace66e29381d.jpeg,0,3,7
1322,131322a9c9e99000.jpeg,2dd5eab732b293b8.jpeg,0,6,4
1323,6048854c2a4c4c36.jpeg,84931016a5e35279.jpeg,1,2,7
1324,36359ae2251d8e1d.jpeg,a7a3ffcb7eb6c6e8.jpeg,0,10,0
1325,3230202633db714e.jpeg,68703676d68e2d6f.jpeg,3,3,4
1326,67676ed79898886c.jpeg,f4e6e4caca012aeb.jpeg,6,3,1
1327,00c0e63edacd4c51.jpeg,0e0e0e0c91382e18.jpeg,6,1,3
1328,484a4a4205826cd8.jpeg,9968ed6c688928ca.jpeg,1,9,0
1329,0048a799b1b1999d.jpeg,090132f0d836324f.jpeg,9,1,0
1330,292199a931193945.jpeg,97466b696970f058.jpeg,5,4,1
1331,375f7c1e33d5cc68.jpeg,b292523253992925.jpeg,3,0,7
1332,5816145634a0aa8b.jpeg,9a8cac682c78f86c.jpeg,0,9,1
1333,c1d78f8883870737.jpeg,e8c386b6c6f4b2b1.jpeg,9,0,1
1334,82e168e961da0f0c.jpeg,f4f97bae7676d6f6.jpeg,7,1,2
1335,6c2aee637f797beb.jpeg,e0c0e060908d0799.jpeg,8,2,0
1336,27c7c1c5ce4a3a24.jpeg,656769a99cb3a5ac.jpeg,0,9,1
1337,05c4c4f44a4cfeb6.jpeg,c0c1c3a7965396a6.jpeg,7,1,2
1338,72e2e2a0e1c32159.jpeg,732d2a7bd9b8fcb5.jpeg,3,3,4
1339,6363635ad4be6d4c.jpeg,dadb646419b9998a.jpeg,3,5,2
1340,0000c8f201050043.jpeg,f2b2b8b0e0e9e8ec.jpeg,1,9,0
1341,607c3cf435e898bc.jpeg,951e6e53d12643d3.png,0,10,0
1342,b7b48dbc386300d8.jpeg,d3d2daf284b07838.jpeg,8,1,1
1343,09899d9a3267c823.jpeg,87c2e8e481d0f2a7.jpeg,3,6,1
1344,1b5cdb9c35f02019.jpeg,eee0e1b3929b9adc.jpeg,0,10,0
1345,4cb1b1287353131b.jpeg,a79a889dcec2a62e.jpeg,3,7,0
1346,cf4fecc3c2e0c040.jpeg,ffdef9f17138d8d0.jpeg,1,5,4
1347,8eacb434cd726264.jpeg,e028385533361f66.jpeg,0,10,0
1348,23c2ecee6f7c34b6.jpeg,263230143a312133.jpeg,8,1,1
1349,18003d5ee6f80069.jpeg,cdad4c5832b2126a.jpeg,2,0,8
1350,590332562fefc667.jpeg,e246c6e1912f1f8d.jpeg,10,0,0
1351,e8e272a6c6cec929.jpeg,f57d1ca6b2a74918.jpeg,0,5,5
1352,01000973e7e60044.jpeg,e1e96978a699f924.jpeg,10,0,0
1353,0c8a10848cdddc7c.jpeg,52534ada9a061000.jpeg,0,9,1
1354,7263e72689005359.png,fcf8fecefcb466b6.jpeg,4,2,4
1355,98988dff9383a30b.jpeg,f0e0ecd979b0954d.jpeg,8,1,1
1356,3e1ebb964d2d3434.jpeg,e8f4d3b4d074103c.jpeg,5,5,0
1357,6868263d353d6963.jpeg,d6a696b6f7bb73b7.jpeg,5,5,0
1358,70a0e4dc9d94d8d8.jpeg,cdcce1635959beb2.jpeg,6,4,0
1359,4c0c0b19cd1b92c6.jpeg,c1c3a626b67767c7.jpeg,0,10,0
1360,86f6465a46f46d6d.jpeg,f2fafcb8da2920e4.jpeg,0,3,7
1361,62763676a5d9e4c0.jpeg,b2b3b3a3acececec.jpeg,3,5,2
1362,3383a3a7c0511932.jpeg,9a4cc1f336cdc81a.jpeg,10,0,0
1363,b5e7d2f5e6968d11.png,f4e6e4caca012aeb.jpeg,2,6,2
1364,9a8cac682c78f86c.jpeg,b7b48dbc386300d8.jpeg,0,10,0
1365,4ece535a3a76c498.jpeg,5d57170bac345ed5.jpeg,10,0,0
1366,3839b998b8b8d035.jpeg,383f6565ef66ce1a.jpeg,8,2,0
1367,4464252429192357.jpeg,c645c3e2b69fc0f0.jpeg,2,7,1
1368,82a48659759e8b6d.jpeg,93a6c84e29baf060.jpeg,4,0,6
1369,afadca4a96bc7a7e.jpeg,d3478ebc82ce3609.jpeg,10,0,0
1370,20c4809212222aca.jpeg,5816145634a0aa8b.jpeg,10,0,0
1371,2409097c5693a719.jpeg,3e36368c91964c44.jpeg,0,10,0
1372,b6db972f5647060f.jpeg,fcf8fecefcb466b6.jpeg,10,0,0
1373,8d8d2d134cd6d1c3.jpeg,b2dadb133397060b.jpeg,0,10,0
1374,101445020a2e6464.jpeg,8fcbaf8b68e58482.jpeg,0,10,0
1375,7ce46978787b33d1.jpeg,ffdef9f17138d8d0.jpeg,4,4,2
1376,28130d276def6e7d.jpeg,c1c3a626b67767c7.jpeg,0,10,0
1377,8e8e96969ca4a9b9.jpeg,e5c4c2f21682c074.jpeg,10,0,0
1378,b4f1d9cd534c2958.jpeg,dadb646419b9998a.jpeg,7,2,1
1379,18191b7060044770.jpeg,f48c81d0b0e1c7c3.jpeg,10,0,0
1380,7527a2a63c30da8e.jpeg,7969c94b656e3670.jpeg,0,10,0
1381,a3c7776f26674fdb.jpeg,ee76631898b41d49.jpeg,8,0,2
1382,88dcccf9eb4ecc83.jpeg,f0e0ecd979b0954d.jpeg,10,0,0
1383,0d6969e6e6f1d256.jpeg,0e466f26d61a1865.jpeg,10,0,0
1384,30b0a3797d3b3b7a.jpeg,cce863e360d89062.jpeg,1,9,0
1385,01000973e7e60044.jpeg,2409097c5693a719.jpeg,10,0,0
1386,01000973e7e60044.jpeg,c4d0c8e524a6b4d8.jpeg,10,0,0
1387,4146c73716b5b534.jpeg,e1e3ce44be1f9fcc.jpeg,0,10,0
1388,70605edcf4c3a1cf.jpeg,d9f4924319000884.jpeg,0,10,0
1389,2dc9ccf4545595bd.jpeg,383f6565ef66ce1a.jpeg,10,0,0
1390,84e5390919731b3c.jpeg,9d9032732531e8e0.jpeg,2,7,1
1391,18d0c14ccdf39881.jpeg,3c1c3a309c940098.jpeg,0,10,0
1392,00c0a19794626001.jpeg,bf65c51989c69959.jpeg,2,4,4
1393,aab2b2622692a8f0.jpeg,eebe9ca7465675e0.jpeg,6,0,4
1394,87c7c7c7a4e56c6c.jpeg,b2d1d1c9acd8d8c4.jpeg,10,0,0
1395,131322a9c9e99000.jpeg,fefefddce3933ab1.jpeg,0,5,5
1396,85ca4ae4c4e3c3c1.jpeg,c4f0b3b83890dc3c.jpeg,6,0,4
1397,0420b130c7b4664f.jpeg,a4c4c28ce1e26060.jpeg,4,1,5
1398,5b59266e6a621337.jpeg,97a1a9c382e43f3e.jpeg,8,0,2
1399,87c2e8e481d0f2a7.jpeg,c74683e339b9b830.jpeg,0,10,0
1400,2de9686931c2eac0.jpeg,9f9bb191d999ccdc.jpeg,0,10,0
1401,1a9e98d984c46563.jpeg,d4d8f38292d6cd44.jpeg,7,2,1
1402,1d0b20c05212496e.jpeg,ba5c6e635c183428.jpeg,1,9,0
1403,e9e9e9e16b6bd8cd.jpeg,eccce8b151c35134.jpeg,10,0,0
1404,8328f8d8ccd0fc8e.jpeg,8c4fd93931381e17.jpeg,8,1,1
1405,0ff217444e2c7a8a.jpeg,7262e2e1f0f9acb2.jpeg,4,5,1
1406,10c0f89d6bffdc9c.jpeg,d9f4924319000884.jpeg,0,10,0
1407,cef6f6bcccccbc8c.jpeg,ddd5c1d1914389bc.jpeg,10,0,0
1408,94a08c2ba38d1594.jpeg,c1d78f8883870737.jpeg,0,9,1
1409,1d0b20c05212496e.jpeg,dbcfd51531b4a663.jpeg,0,10,0
1410,3e3e3cfc39397915.jpeg,e0f0fcfefafb7bf8.jpeg,2,6,2
1411,48b19393b3725333.jpeg,d44848626458f874.jpeg,0,10,0
1412,23c2ecee6f7c34b6.jpeg,e6e8889fc36413b3.jpeg,10,0,0
1413,16022086819c8283.jpeg,3434799af2e20280.jpeg,1,9,0
1414,6b3f24c47474351d.jpeg,6e664b6c0e0f0b1b.jpeg,2,8,0
1415,340c0e666e7a7226.jpeg,da9890d9cda736b7.jpeg,9,0,1
1416,80e478393c9272dc.jpeg,ac9ebedfd7beda26.jpeg,4,4,2
1417,e6e46461eced652d.jpeg,f099d64e4bdb4b5b.jpeg,10,0,0
1418,032353c6e6ea6a9e.jpeg,f2d2b1b1cdcc2931.jpeg,10,0,0
1419,8fcbaf8b68e58482.jpeg,c565636d6dad6be5.jpeg,10,0,0
1420,40635356dcd1b2e6.jpeg,4c0c0b19cd1b92c6.jpeg,8,1,1
1421,044d59694f1a3b0a.jpeg,d9d3d3768e8edb71.jpeg,9,1,0
1422,3f7574684cb97fd3.jpeg,a02434302094a2a2.jpeg,5,1,4
1423,c2d8b0a08ccec680.jpeg,e4e4e6d2f3f2d6cc.jpeg,3,6,1
1424,5b23a2d74fadcec7.png,63e7c6c86872345c.jpeg,10,0,0
1425,b8ecccc8d0e79705.jpeg,e246c6e1912f1f8d.jpeg,0,10,0
1426,23c2ecee6f7c34b6.jpeg,a9c9e1c8f2a0cc4c.jpeg,10,0,0
1427,6178783164f2f219.jpeg,d9cd9c1e38302500.jpeg,10,0,0
1428,0000c8f201050043.jpeg,3e3a3ab73eb8bc5d.jpeg,0,10,0
1429,2d29aaf4f8f2d058.jpeg,48b19393b3725333.jpeg,2,7,1
1430,6279f9e5e16b4945.jpeg,afadca4a96bc7a7e.jpeg,5,5,0
1431,1792bc2726757999.png,f48c81d0b0e1c7c3.jpeg,5,1,4
1432,8880a0683a2cf3cd.jpeg,98bb382dcf514545.jpeg,8,2,0
1433,dece4a6260c14250.jpeg,ed76f2b186663438.jpeg,0,10,0
1434,8acb699686d7f080.jpeg,fce7e5b55a9535d6.jpeg,9,1,0
1435,164748c42f2b1bfc.jpeg,c8d952d6c353d398.jpeg,4,4,2
1436,9f9fd3e6d20f2433.jpeg,d0f0c8e8f0d8d4e4.jpeg,1,9,0
1437,3469b3d8d9d99b6b.jpeg,c0d049cb68a32000.jpeg,0,10,0
1438,36359ae2251d8e1d.jpeg,67676ed79898886c.jpeg,0,8,2
1439,b90fbab2224b4160.jpeg,d95a6cbcdc387c68.jpeg,6,4,0
1440,18003d5ee6f80069.jpeg,ec9c0d4c18bc78cc.jpeg,0,10,0
1441,2622f0d0dac89e9e.jpeg,8880a0683a2cf3cd.jpeg,5,4,1
1442,8c9ff9f060f0f00c.jpeg,9d9032732531e8e0.jpeg,9,1,0
1443,99995351b0b0aaab.jpeg,c8c8c88db2d0f0b0.jpeg,0,10,0
1444,3d3f276c75b5bebe.png,6279f9e5e16b4945.jpeg,1,8,1
1445,1715171f3dcab42b.jpeg,e7c6ecbc3898c1b8.jpeg,0,10,0
1446,e8f0c20f31edbeb8.jpeg,fcf6beb4363832b8.jpeg,0,10,0
1447,5b6909078c656969.jpeg,dc88c1e0c0587c70.jpeg,0,10,0
1448,70605edcf4c3a1cf.jpeg,b2dadb133397060b.jpeg,0,10,0
1449,7777b4d670a0d21a.jpeg,f3e7e7e5e7c5e1ee.jpeg,3,1,6
1450,3cb573b23e6edf62.jpeg,ed62eac58f8f3d3e.jpeg,10,0,0
1451,5833339b26761ada.jpeg,b2b3b3a3acececec.jpeg,8,2,0
1452,a3c7776f26674fdb.jpeg,e6e8889fc36413b3.jpeg,8,2,0
1453,1af0c9aa12963768.jpeg,c8c9d19391c8e8d2.jpeg,10,0,0
1454,679ea1ec6c791d05.jpeg,f0385c4ccc6cdce4.jpeg,9,0,1
1455,1d3b3975672563a3.jpeg,3e3e3cfc39397915.jpeg,10,0,0
1456,0c446636268dcd4f.jpeg,3030321292b391ad.jpeg,9,1,0
1457,03038b8bbc71c3bb.jpeg,c3e7677ed6b38dad.jpeg,10,0,0
1458,091c168ecb36690c.jpeg,e3ee62b595420b9b.jpeg,0,10,0
1459,c3648683c3f5f5fa.jpeg,fcf8fecefcb466b6.jpeg,0,1,9
1460,22089cd651c0e672.jpeg,fc7d7f77e9d3cf6f.jpeg,2,2,6
1461,604478b9bbfbfbfe.jpeg,831b9bfb3171fcd9.jpeg,2,7,1
1462,43c7933162e2ad96.jpeg,f3f9eca8a2f2f1e9.jpeg,10,0,0
1463,3db1a0941a26234b.jpeg,c353a477b6900a06.jpeg,6,1,3
1464,0e3c183cb3888d3e.jpeg,7263e72689005359.png,6,2,2
1465,3d9dddcfcf573257.jpeg,6673f3ce4ef7dddd.jpeg,1,9,0
1466,979f8aa6ca8a91c2.jpeg,bab3af8a82f293d3.jpeg,10,0,0
1467,94a08c2ba38d1594.jpeg,9a3898181c7fba2a.jpeg,1,9,0
1468,1715171f3dcab42b.jpeg,4e0e0c4e423c292e.jpeg,1,2,7
1469,39b99cea6070785c.jpeg,6d785ee7e2f8f8f2.jpeg,0,10,0
1470,615f5660e22e4f26.jpeg,d464fcf27cee7212.jpeg,5,4,1
1471,e3d393939b1b3989.jpeg,f1e0e0f9fb6c6d5c.jpeg,10,0,0
1472,242d2c2c9da5e4e4.jpeg,caea2a9bca78748f.jpeg,0,10,0
1473,2de9686931c2eac0.jpeg,938fcec35141d194.jpeg,0,9,1
1474,c6e4624639ad6e74.jpeg,f6f2f96c74381bb1.jpeg,9,0,1
1475,09e183d37b6f4d4e.jpeg,711747e969e8c201.jpeg,0,9,1
1476,8eacb434cd726264.jpeg,c0e0ac0e94a8b2d0.jpeg,0,8,2
1477,604478b9bbfbfbfe.jpeg,a6c6c6be343898c5.jpeg,0,10,0
1478,30b0a3797d3b3b7a.jpeg,34727a6c666a8dd4.jpeg,3,7,0
1479,090132f0d836324f.jpeg,949d8d8d9d89cade.jpeg,0,10,0
1480,47ddbc7cda1b8549.png,6de9f8e0e98d9999.jpeg,10,0,0
1481,9ec8013d4466c3c1.jpeg,dee77b95907909c0.jpeg,0,10,0
1482,486c2a898c8a8b8a.jpeg,864e4623d8bae992.jpeg,6,3,1
1483,27c7c1c5ce4a3a24.jpeg,fbff65679bdef6fe.jpeg,8,1,1
1484,32326ac581e5c153.jpeg,342015476e7f7e7f.jpeg,10,0,0
1485,3ed2f3f3349a1616.jpeg,c7e6e1cdad69e9ed.jpeg,9,0,1
1486,00aee6e76dc2cbe9.jpeg,1b5cdb9c35f02019.jpeg,8,2,0
1487,64a327232a4bdd5e.jpeg,f099d64e4bdb4b5b.jpeg,8,1,1
1488,e0d0797e5e16a6ae.jpeg,e2e0f67e932263cb.jpeg,6,0,4
1489,8191a3cecce96828.jpeg,dbb3bf1f171f0e46.jpeg,10,0,0
1490,590332562fefc667.jpeg,61c7cb43c6ac1aba.jpeg,10,0,0
1491,392d24cc4cec84a5.jpeg,71d6948c98999696.jpeg,10,0,0
1492,9bdb1e1e388bc79c.jpeg,e02094c45cf1e1f1.jpeg,9,1,0
1493,222566421391a1a5.jpeg,72322a6e25645213.jpeg,1,9,0
1494,aa2042383d078aa9.jpeg,e0c0e060908d0799.jpeg,7,3,0
1495,4464252429192357.jpeg,a08191814df1346c.jpeg,7,0,3
1496,32326ac581e5c153.jpeg,e8e8e6c6e4a6273e.jpeg,10,0,0
1497,4c0c0b19cd1b92c6.jpeg,f2d2b1b1cdcc2931.jpeg,0,9,1
1498,04763f1793071933.jpeg,301395c1c9cbdc56.jpeg,8,1,1
1499,0420b130c7b4664f.jpeg,4ca2f2f1f97918c4.jpeg,0,10,0
1500,6656d6d6585bd7b1.jpeg,bd2151b361d4cc15.jpeg,10,0,0
1501,164748c42f2b1bfc.jpeg,3c4e4ecdc9929294.jpeg,0,9,1
1502,3d3cae62248c90f3.jpeg,7262e2e1f0f9acb2.jpeg,0,7,3
1503,2e1613137a6e6587.jpeg,97466b696970f058.jpeg,2,6,2
1504,81838c0c99190ec7.jpeg,c10b98883a305199.jpeg,4,4,2
1505,6363635ad4be6d4c.jpeg,a08191814df1346c.jpeg,4,1,5
1506,7263e72689005359.png,c6846171933020fc.jpeg,1,8,1
1507,656769a99cb3a5ac.jpeg,a9af0b994163179a.jpeg,8,2,0
1508,27a7a2716be0b0b8.jpeg,4ccce4e138cd0e0b.jpeg,10,0,0
1509,bc9dd67e788044f2.jpeg,c787c3c5c7838183.jpeg,9,1,0
1510,292199a931193945.jpeg,7071616438c94f4c.jpeg,10,0,0
1511,23a3a4602a939b81.jpeg,9c969cd7b3f68d80.jpeg,7,2,1
1512,6eb8f66266a2effc.jpeg,787929b96658d8da.jpeg,5,5,0
1513,08006567257211b1.jpeg,797ed0c0e2d746d8.jpeg,6,2,2
1514,0d6969e6e6f1d256.jpeg,848a838282b28e62.jpeg,10,0,0
1515,486c2a898c8a8b8a.jpeg,523292c5a998e0fd.jpeg,8,0,2
1516,66244d5b54541f2a.jpeg,c6c64a4e2e161611.jpeg,1,7,2
1517,5de72ba98f62f3a3.jpeg,f0f2e0606012f2f8.jpeg,3,2,5
1518,3692ce4658399a37.jpeg,4e0e0c4e423c292e.jpeg,1,5,4
1519,0b2b6fbe6aac80a6.jpeg,f1f3d9e8fe4fe7ad.jpeg,5,3,2
1520,60605a783c25068b.jpeg,e46171f1b0f45514.jpeg,10,0,0
1521,7979797a7a5e5ed6.jpeg,8445b4b4ad60c080.jpeg,8,0,2
1522,03879c302675f74f.jpeg,fcf89f0d3c58aaab.jpeg,7,2,1
1523,32383cbdf5065646.jpeg,cf8f8fcfcfe7a76f.jpeg,0,10,0
1524,0084c1d3c81dd353.jpeg,e2c6861206b898e2.jpeg,2,7,1
1525,7ce46978787b33d1.jpeg,9f8f86a7b312c4e5.jpeg,0,10,0
1526,20c4809212222aca.jpeg,3c4e4ecdc9929294.jpeg,9,1,0
1527,a8acc6d3db1f7e4e.jpeg,b8ecccc8d0e79705.jpeg,10,0,0
1528,534b4b531313637a.jpeg,d859b6d2c149a2a9.jpeg,10,0,0
1529,1d3b3975672563a3.jpeg,534b4b531313637a.jpeg,9,1,0
1530,70d0e49591c5c030.jpeg,c6c64a4e2e161611.jpeg,9,1,0
1531,08b7661e352ad515.jpeg,3b9919a9cccecb1c.jpeg,0,10,0
1532,c88c8ce8c06c6812.jpeg,d0603b9ba4a4e7cf.jpeg,3,3,4
1533,d3cbcbc6c6c6c787.jpeg,d9cd9c1e38302500.jpeg,9,1,0
1534,607c3cf435e898bc.jpeg,fce0c2c693cccccc.jpeg,1,8,1
1535,4ca2f2f1f97918c4.jpeg,b7c5d96869cbdadb.jpeg,10,0,0
1536,76ccc8c89cb6f633.jpeg,80e478393c9272dc.jpeg,10,0,0
1537,200062781c870006.jpeg,7079f1b4b4a464c8.jpeg,7,3,0
1538,8484840d79696130.jpeg,955d9ecc433b9f6f.jpeg,10,0,0
1539,1b7475cd406b3bbb.jpeg,eee8e1e0eacffdb4.jpeg,7,0,3
1540,3e1331319939143c.png,8c9ff9f060f0f00c.jpeg,10,0,0
1541,70605edcf4c3a1cf.jpeg,f862365d2c343e32.jpeg,6,3,1
1542,302c2e29d89b89e9.jpeg,4d2a76444cd8d565.jpeg,9,1,0
1543,47ddbc7cda1b8549.png,c5e4e4e2e6e6f0c8.jpeg,10,0,0
1544,66d3191382a2a020.jpeg,977e5e64696b6969.jpeg,0,10,0
1545,dbb3bf1f171f0e46.jpeg,dc88c1e0c0587c70.jpeg,0,10,0
1546,3db1a0941a26234b.jpeg,9a4c4c646435b61a.jpeg,4,5,1
1547,8a2aca552d8b552d.jpeg,9e9d567672f47551.jpeg,6,0,4
1548,938fcec35141d194.jpeg,d61416a2386af078.jpeg,8,2,0
1549,79e5e05afb535b73.jpeg,efdbeb5296726243.jpeg,10,0,0
1550,951e6e53d12643d3.png,bf65c51989c69959.jpeg,10,0,0
1551,120919c84e987018.jpeg,b2b24f7bd8ce868c.jpeg,2,7,1
1552,b97c3c3a6e2e32d2.jpeg,cf8f8fcfcfe7a76f.jpeg,0,9,1
1553,0ea9c84146b696dc.jpeg,25711a6c6d249a32.jpeg,6,4,0
1554,212393d6d2926cdc.jpeg,8e8e96969ca4a9b9.jpeg,0,10,0
1555,333223191935c858.jpeg,8181693921989b9b.jpeg,0,6,4
1556,3692ce4658399a37.jpeg,d026aedcfd69c6a3.jpeg,3,3,4
1557,8b886c4c32789293.jpeg,93a6c84e29baf060.jpeg,5,0,5
1558,5d57170bac345ed5.jpeg,a6262e3ec1187232.jpeg,0,8,2
1559,121f1e1513131265.jpeg,c99938305552565e.jpeg,3,6,1
1560,243052736078adec.jpeg,81b8f37325b6b554.jpeg,0,6,4
1561,02003726ce4f0002.jpeg,c2f2b3e62031b5d3.jpeg,10,0,0
1562,1f9f574b6d63240d.jpeg,e3f9f0e9a3a2b927.jpeg,1,8,1
1563,188e9a9f5f5f5e36.jpeg,da1a393b3be7e0ec.jpeg,1,8,1
1564,3a96b6b2d3bc2ef0.jpeg,8880a0683a2cf3cd.jpeg,10,0,0
1565,104e4e88c8c2eb30.jpeg,f976574b1c99db99.jpeg,10,0,0
1566,200062781c870006.jpeg,9c38390b19070e86.jpeg,10,0,0
1567,9686c3cda9f871b9.jpeg,d0c2480141200804.jpeg,10,0,0
1568,3470c006da9cb645.jpeg,d3cbcbc6c6c6c787.jpeg,0,9,1
1569,70280b1376cf9c70.jpeg,c4c6c6d6863511a6.jpeg,10,0,0
1570,8b886c4c32789293.jpeg,999387dcde1b3264.jpeg,8,0,2
1571,14e4a4f9f1e7d3fb.jpeg,1737171d35883a32.jpeg,8,0,2
1572,6176f2f96138feff.jpeg,9414848d80e1c142.jpeg,6,1,3
1573,0c446636268dcd4f.jpeg,394bcfcdcfc9c9cb.jpeg,7,2,1
